seed,agent_a,agent_b,turns,placement_a,placement_b,score_a,turns_survived_a,turns_survived_b,final_length_a,final_length_b
5,Heuristic,MCTS-Vanilla,200,1,2,1.0,200,200,23,19
6,Heuristic,MCTS-Vanilla,200,1,2,1.0,200,200,24,24
7,Heuristic,MCTS-Vanilla,86,1,2,1.0,86,86,12,10
8,Heuristic,MCTS-Vanilla,149,1,2,1.0,149,149,25,20
9,Heuristic,MCTS-Vanilla,200,1,2,1.0,200,200,34,33
10,Heuristic,MCTS-Vanilla,189,1,2,1.0,189,189,25,22
11,Heuristic,MCTS-Vanilla,200,2,1,0.0,200,200,28,33
12,Heuristic,MCTS-Vanilla,121,1,2,1.0,121,121,20,12
13,Heuristic,MCTS-Vanilla,200,1,2,1.0,200,200,23,23
14,Heuristic,MCTS-Vanilla,170,2,1,0.0,170,170,26,14
15,Heuristic,MCTS-Vanilla,97,1,2,1.0,97,97,13,13
16,Heuristic,MCTS-Vanilla,157,1,2,1.0,157,157,30,16
17,Heuristic,MCTS-Vanilla,96,1,2,1.0,96,96,19,5
18,Heuristic,MCTS-Vanilla,200,1,2,1.0,200,200,28,17
19,Heuristic,MCTS-Vanilla,200,1,2,1.0,200,200,30,20
0,MCTS-Vanilla,MCTS-HeurRollout,200,2,1,0.0,200,200,12,25
1,MCTS-Vanilla,MCTS-HeurRollout,200,2,1,0.0,200,200,21,22
2,MCTS-Vanilla,MCTS-HeurRollout,95,1,2,1.0,95,95,12,7
3,MCTS-Vanilla,MCTS-HeurRollout,25,1,2,1.0,25,25,6,5
4,MCTS-Vanilla,MCTS-HeurRollout,200,2,1,0.0,200,200,18,29
5,MCTS-Vanilla,MCTS-HeurRollout,200,1,2,1.0,200,200,25,20
6,MCTS-Vanilla,MCTS-HeurRollout,26,1,2,1.0,26,26,6,6
7,MCTS-Vanilla,MCTS-HeurRollout,89,2,1,0.0,89,89,13,13
8,MCTS-Vanilla,MCTS-HeurRollout,200,1,2,1.0,200,200,31,22
9,MCTS-Vanilla,MCTS-HeurRollout,172,1,2,1.0,172,172,24,29
10,MCTS-Vanilla,MCTS-HeurRollout,200,2,1,0.0,200,200,23,27
11,MCTS-Vanilla,MCTS-HeurRollout,25,2,1,0.0,25,25,4,7
12,MCTS-Vanilla,MCTS-HeurRollout,92,1,2,1.0,92,92,13,9
13,MCTS-Vanilla,MCTS-HeurRollout,87,2,1,0.0,87,87,10,13
14,MCTS-Vanilla,MCTS-HeurRollout,200,2,1,0.0,200,200,24,29
15,MCTS-Vanilla,MCTS-HeurRollout,107,2,1,0.0,107,107,14,16
16,MCTS-Vanilla,MCTS-HeurRollout,152,1,2,1.0,152,152,26,23
17,MCTS-Vanilla,MCTS-HeurRollout,200,2,1,0.0,200,200,24,28
18,MCTS-Vanilla,MCTS-HeurRollout,20,1,2,1.0,20,20,5,5
19,MCTS-Vanilla,MCTS-HeurRollout,81,2,1,0.0,81,81,10,14
0,Random,Heuristic,2,2,1,0.0,2,2,3,3
1,Random,Heuristic,67,2,1,0.0,67,67,4,7
2,Random,Heuristic,30,2,1,0.0,30,30,3,5
3,Random,Heuristic,85,2,1,0.0,85,85,7,9
4,Random,Heuristic,2,2,1,0.0,2,2,3,3
5,Random,Heuristic,2,2,1,0.0,2,2,3,3
6,Random,Heuristic,50,2,1,0.0,50,50,4,6
7,Random,Heuristic,111,2,1,0.0,111,111,8,16
8,Random,Heuristic,26,2,1,0.0,26,26,5,6
9,Random,Heuristic,2,2,1,0.0,2,2,3,3
10,Random,Heuristic,2,2,1,0.0,2,2,3,3
11,Random,Heuristic,17,2,1,0.0,17,17,3,4
12,Random,Heuristic,38,2,1,0.0,38,38,3,6
13,Random,Heuristic,78,2,1,0.0,78,78,5,7
14,Random,Heuristic,29,2,1,0.0,29,29,4,6
15,Random,Heuristic,51,2,1,0.0,51,51,7,7
16,Random,Heuristic,10,2,1,0.0,10,10,3,4
17,Random,Heuristic,93,2,1,0.0,93,93,6,11
18,Random,Heuristic,51,2,1,0.0,51,51,5,7
19,Random,Heuristic,80,2,1,0.0,80,80,10,8
0,Random,MCTS-HeurRollout,2,2,1,0.0,2,2,3,3
1,Random,MCTS-HeurRollout,37,2,1,0.0,37,37,5,7
2,Random,MCTS-HeurRollout,72,2,1,0.0,72,72,3,11
3,Random,MCTS-HeurRollout,2,2,1,0.0,2,2,3,3
4,Random,MCTS-HeurRollout,32,2,1,0.0,32,32,3,8
5,Random,MCTS-HeurRollout,14,2,1,0.0,14,14,3,4
6,Random,MCTS-HeurRollout,119,2,1,0.0,119,119,18,12
7,Random,MCTS-HeurRollout,23,2,1,0.0,23,23,4,7
8,Random,MCTS-HeurRollout,2,2,1,0.0,2,2,3,3
9,Random,MCTS-HeurRollout,25,2,1,0.0,25,25,3,6
10,Random,MCTS-HeurRollout,2,2,1,0.0,2,2,3,3
11,Random,MCTS-HeurRollout,77,2,1,0.0,77,77,8,14
12,Random,MCTS-HeurRollout,30,2,1,0.0,30,30,4,5
13,Random,MCTS-HeurRollout,2,2,1,0.0,2,2,3,3
14,Random,MCTS-HeurRollout,38,2,1,0.0,38,38,7,8
15,Random,MCTS-HeurRollout,29,2,1,0.0,29,29,4,6
16,Random,MCTS-HeurRollout,22,1,2,1.0,22,22,3,3
17,Random,MCTS-HeurRollout,2,2,1,0.0,2,2,3,3
18,Random,MCTS-HeurRollout,28,2,1,0.0,28,28,3,6
19,Random,MCTS-HeurRollout,2,2,1,0.0,2,2,3,3
0,Random,MCTS-Vanilla,46,2,1,0.0,46,46,3,8
1,Random,MCTS-Vanilla,2,2,1,0.0,2,2,3,3
2,Random,MCTS-Vanilla,2,2,1,0.0,2,2,3,3
3,Random,MCTS-Vanilla,103,2,1,0.0,103,103,10,14
4,Random,MCTS-Vanilla,132,2,1,0.0,132,132,9,17
5,Random,MCTS-Vanilla,2,2,1,0.0,2,2,3,3
6,Random,MCTS-Vanilla,37,2,1,0.0,37,37,3,7
7,Random,MCTS-Vanilla,111,2,1,0.0,111,111,8,16
8,Random,MCTS-Vanilla,58,2,1,0.0,58,58,3,11
9,Random,MCTS-Vanilla,104,2,1,0.0,104,104,15,16
10,Random,MCTS-Vanilla,105,2,1,0.0,105,105,11,14
11,Random,MCTS-Vanilla,2,2,1,0.0,2,2,3,3
12,Random,MCTS-Vanilla,2,2,1,0.0,2,2,3,3
13,Random,MCTS-Vanilla,118,2,1,0.0,118,118,7,12
14,Random,MCTS-Vanilla,37,2,1,0.0,37,37,5,6
15,Random,MCTS-Vanilla,84,2,1,0.0,84,84,11,9
16,Random,MCTS-Vanilla,2,2,1,0.0,2,2,3,3
17,Random,MCTS-Vanilla,100,2,1,0.0,100,100,8,16
18,Random,MCTS-Vanilla,76,2,1,0.0,76,76,6,9
19,Random,MCTS-Vanilla,80,2,1,0.0,80,80,6,12
