seed,agent_a,agent_b,turns,placement_a,placement_b,score_a,turns_survived_a,turns_survived_b,final_length_a,final_length_b
30,Heuristic,MCTS-Opponent,166,2,1,0.0,166,166,15,18
31,Heuristic,MCTS-Opponent,195,2,1,0.0,195,195,24,25
32,Heuristic,MCTS-Opponent,176,1,2,1.0,176,176,26,33
33,Heuristic,MCTS-Opponent,200,1,2,1.0,200,200,27,22
34,Heuristic,MCTS-Opponent,158,2,1,0.0,158,158,15,17
35,Heuristic,MCTS-Opponent,173,1,2,1.0,173,173,20,20
36,Heuristic,MCTS-Opponent,76,1,2,1.0,76,76,11,9
37,Heuristic,MCTS-Opponent,200,2,1,0.0,200,200,26,29
38,Heuristic,MCTS-Opponent,200,2,1,0.0,200,200,26,37
39,Heuristic,MCTS-Opponent,200,1,2,1.0,200,200,26,26
0,Heuristic,MCTS-RAVE,127,1,2,1.0,127,127,14,13
1,Heuristic,MCTS-RAVE,200,1,2,1.0,200,200,22,20
2,Heuristic,MCTS-RAVE,153,1,2,1.0,153,153,16,19
3,Heuristic,MCTS-RAVE,164,1,2,1.0,164,164,16,18
4,Heuristic,MCTS-RAVE,176,1,2,1.0,176,176,23,21
5,Heuristic,MCTS-RAVE,200,2,1,0.0,200,200,20,24
6,Heuristic,MCTS-RAVE,83,1,2,1.0,83,83,12,8
7,Heuristic,MCTS-RAVE,147,2,1,0.0,147,147,18,22
8,Heuristic,MCTS-RAVE,200,1,2,1.0,200,200,28,26
9,Heuristic,MCTS-RAVE,173,1,2,1.0,173,173,33,23
10,Heuristic,MCTS-RAVE,200,1,2,1.0,200,200,26,19
11,Heuristic,MCTS-RAVE,39,1,2,1.0,39,39,6,5
12,Heuristic,MCTS-RAVE,200,1,2,1.0,200,200,30,24
13,Heuristic,MCTS-RAVE,172,2,1,0.0,172,172,20,19
14,Heuristic,MCTS-RAVE,16,1,2,1.0,16,16,5,3
15,Heuristic,MCTS-RAVE,200,2,1,0.0,200,200,25,26
16,Heuristic,MCTS-RAVE,143,2,1,0.0,143,143,27,20
17,Heuristic,MCTS-RAVE,200,2,1,0.0,200,200,25,27
18,Heuristic,MCTS-RAVE,200,1,2,1.0,200,200,27,21
19,Heuristic,MCTS-RAVE,154,1,2,1.0,154,154,15,20
20,Heuristic,MCTS-RAVE,151,2,1,0.0,151,151,31,14
21,Heuristic,MCTS-RAVE,200,1,2,1.0,200,200,32,19
22,Heuristic,MCTS-RAVE,200,1,2,1.0,200,200,31,19
23,Heuristic,MCTS-RAVE,181,1,2,1.0,181,181,19,24
24,Heuristic,MCTS-RAVE,135,1,2,1.0,135,135,21,14
25,Heuristic,MCTS-RAVE,112,1,2,1.0,112,112,9,20
26,Heuristic,MCTS-RAVE,200,1,2,1.0,200,200,28,24
27,Heuristic,MCTS-RAVE,161,2,1,0.0,161,161,28,21
28,Heuristic,MCTS-RAVE,152,2,1,0.0,152,152,14,25
29,Heuristic,MCTS-RAVE,200,2,1,0.0,200,200,28,32
30,Heuristic,MCTS-RAVE,200,2,1,0.0,200,200,20,21
31,Heuristic,MCTS-RAVE,200,2,1,0.0,200,200,23,27
32,Heuristic,MCTS-RAVE,18,1,2,1.0,18,18,6,4
33,Heuristic,MCTS-RAVE,200,1,2,1.0,200,200,30,20
34,Heuristic,MCTS-RAVE,85,2,1,0.0,85,85,7,10
35,Heuristic,MCTS-RAVE,146,2,1,0.0,146,146,12,18
