seed,agent_a,agent_b,turns,placement_a,placement_b,score_a,turns_survived_a,turns_survived_b,final_length_a,final_length_b
5,MCTS-Prior,MCTS-HeurRollout,2,2,1,0.0,2,2,3,3
6,MCTS-Prior,MCTS-HeurRollout,200,1,2,1.0,200,200,29,19
7,MCTS-Prior,MCTS-HeurRollout,46,1,2,1.0,46,46,9,9
8,MCTS-Prior,MCTS-HeurRollout,192,2,1,0.0,192,192,17,33
9,MCTS-Prior,MCTS-HeurRollout,2,2,1,0.0,2,2,3,3
0,MCTS-Opponent,MCTS-Prior,200,2,1,0.0,200,200,14,24
1,MCTS-Opponent,MCTS-Prior,2,1,2,1.0,2,2,3,3
2,MCTS-Opponent,MCTS-Prior,2,1,2,1.0,2,2,3,3
3,MCTS-Opponent,MCTS-Prior,37,1,2,1.0,37,37,6,5
4,MCTS-Opponent,MCTS-Prior,127,1,2,1.0,127,127,13,12
5,MCTS-Opponent,MCTS-Prior,90,1,2,1.0,90,90,10,10
6,MCTS-Opponent,MCTS-Prior,2,1,2,1.0,2,2,3,3
7,MCTS-Opponent,MCTS-Prior,76,1,2,1.0,76,76,15,7
8,MCTS-Opponent,MCTS-Prior,2,1,2,1.0,2,2,3,3
9,MCTS-Opponent,MCTS-Prior,100,2,1,0.0,100,100,12,14
0,MCTS-RAVE,MCTS-Opponent,46,2,1,0.0,46,46,3,4
1,MCTS-RAVE,MCTS-Opponent,181,1,2,1.0,181,181,18,15
2,MCTS-RAVE,MCTS-Opponent,137,2,1,0.0,137,137,12,18
3,MCTS-RAVE,MCTS-Opponent,22,1,2,1.0,22,22,5,5
4,MCTS-RAVE,MCTS-Opponent,105,1,2,1.0,105,105,12,9
5,MCTS-RAVE,MCTS-Opponent,179,2,1,0.0,179,179,17,21
6,MCTS-RAVE,MCTS-Opponent,36,1,2,1.0,36,36,6,5
7,MCTS-RAVE,MCTS-Opponent,89,2,1,0.0,89,89,11,12
8,MCTS-RAVE,MCTS-Opponent,71,2,1,0.0,71,71,10,11
9,MCTS-RAVE,MCTS-Opponent,172,2,1,0.0,172,172,28,26
0,MCTS-UCB1Tuned,MCTS-Opponent,27,1,2,1.0,27,27,3,3
1,MCTS-UCB1Tuned,MCTS-Opponent,79,1,2,1.0,79,79,10,6
2,MCTS-UCB1Tuned,MCTS-Opponent,200,1,2,1.0,200,200,23,20
3,MCTS-UCB1Tuned,MCTS-Opponent,106,1,2,1.0,106,106,12,8
4,MCTS-UCB1Tuned,MCTS-Opponent,200,2,1,0.0,200,200,16,27
5,MCTS-UCB1Tuned,MCTS-Opponent,178,2,1,0.0,178,178,20,18
6,MCTS-UCB1Tuned,MCTS-Opponent,158,1,2,1.0,158,158,19,16
7,MCTS-UCB1Tuned,MCTS-Opponent,113,2,1,0.0,113,113,10,17
8,MCTS-UCB1Tuned,MCTS-Opponent,16,1,2,1.0,16,16,4,4
9,MCTS-UCB1Tuned,MCTS-Opponent,171,1,2,1.0,171,171,32,21
0,Heuristic,Random,80,1,2,1.0,80,80,6,3
1,Heuristic,Random,32,1,2,1.0,32,32,5,3
2,Heuristic,Random,43,1,2,1.0,43,43,5,3
3,Heuristic,Random,2,1,2,1.0,2,2,3,3
4,Heuristic,Random,2,1,2,1.0,2,2,3,3
5,Heuristic,Random,2,1,2,1.0,2,2,3,3
6,Heuristic,Random,127,1,2,1.0,127,127,24,10
7,Heuristic,Random,102,1,2,1.0,102,102,19,6
8,Heuristic,Random,69,1,2,1.0,69,69,11,8
9,Heuristic,Random,29,1,2,1.0,29,29,5,4
